Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"LFHRP Labour Force Status and Hours Worked Not Stated, OCCP - 4 Digit Level, AGE10P - Age in Ten Year Groups and INCP Total Personal Income (weekly)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"


"LFHRP Labour Force Status and Hours Worked Not Stated","OCCP - 4 Digit Level","AGE10P - Age in Ten Year Groups","INCP Total Personal Income (weekly)",
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",3,
,,,"$650-$799 ($33,800-$41,599)",6,
,,,"$800-$999 ($41,600-$51,999)",20,
,,,"$1,000-$1,249 ($52,000-$64,999)",4,
,,,"$1,250-$1,499 ($65,000-$77,999)",4,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",81,
,,,"$500-$649 ($26,000-$33,799)",146,
,,,"$650-$799 ($33,800-$41,599)",124,
,,,"$800-$999 ($41,600-$51,999)",71,
,,,"$1,000-$1,249 ($52,000-$64,999)",27,
,,,"$1,250-$1,499 ($65,000-$77,999)",9,
,,,"$1,500-$1,749 ($78,000-$90,999)",3,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",6,
,,,"$3,000 or more ($156,000 or more)",0,
,"Bricklayers and Stonemasons","50-59 years","$400-$499 ($20,800-$25,999)",62,
,,,"$500-$649 ($26,000-$33,799)",128,
,,,"$650-$799 ($33,800-$41,599)",231,
,,,"$800-$999 ($41,600-$51,999)",538,
,,,"$1,000-$1,249 ($52,000-$64,999)",763,
,,,"$1,250-$1,499 ($65,000-$77,999)",500,
,,,"$1,500-$1,749 ($78,000-$90,999)",386,
,,,"$1,750-$1,999 ($91,000-$103,999)",180,
,,,"$2,000-$2,999 ($104,000-$155,999)",133,
,,,"$3,000 or more ($156,000 or more)",36,
,,"40-49 years","$400-$499 ($20,800-$25,999)",34,
,,,"$500-$649 ($26,000-$33,799)",107,
,,,"$650-$799 ($33,800-$41,599)",246,
,,,"$800-$999 ($41,600-$51,999)",602,
,,,"$1,000-$1,249 ($52,000-$64,999)",868,
,,,"$1,250-$1,499 ($65,000-$77,999)",635,
,,,"$1,500-$1,749 ($78,000-$90,999)",480,
,,,"$1,750-$1,999 ($91,000-$103,999)",269,
,,,"$2,000-$2,999 ($104,000-$155,999)",194,
,,,"$3,000 or more ($156,000 or more)",46,
,,"30-39 years","$400-$499 ($20,800-$25,999)",33,
,,,"$500-$649 ($26,000-$33,799)",118,
,,,"$650-$799 ($33,800-$41,599)",299,
,,,"$800-$999 ($41,600-$51,999)",642,
,,,"$1,000-$1,249 ($52,000-$64,999)",1072,
,,,"$1,250-$1,499 ($65,000-$77,999)",741,
,,,"$1,500-$1,749 ($78,000-$90,999)",532,
,,,"$1,750-$1,999 ($91,000-$103,999)",266,
,,,"$2,000-$2,999 ($104,000-$155,999)",194,
,,,"$3,000 or more ($156,000 or more)",53,
,,"20-29 years","$400-$499 ($20,800-$25,999)",156,
,,,"$500-$649 ($26,000-$33,799)",439,
,,,"$650-$799 ($33,800-$41,599)",733,
,,,"$800-$999 ($41,600-$51,999)",1004,
,,,"$1,000-$1,249 ($52,000-$64,999)",1054,
,,,"$1,250-$1,499 ($65,000-$77,999)",595,
,,,"$1,500-$1,749 ($78,000-$90,999)",351,
,,,"$1,750-$1,999 ($91,000-$103,999)",161,
,,,"$2,000-$2,999 ($104,000-$155,999)",108,
,,,"$3,000 or more ($156,000 or more)",44,
,"Carpenters and Joiners","50-59 years","$400-$499 ($20,800-$25,999)",162,
,,,"$500-$649 ($26,000-$33,799)",358,
,,,"$650-$799 ($33,800-$41,599)",728,
,,,"$800-$999 ($41,600-$51,999)",1405,
,,,"$1,000-$1,249 ($52,000-$64,999)",2240,
,,,"$1,250-$1,499 ($65,000-$77,999)",1898,
,,,"$1,500-$1,749 ($78,000-$90,999)",1370,
,,,"$1,750-$1,999 ($91,000-$103,999)",807,
,,,"$2,000-$2,999 ($104,000-$155,999)",613,
,,,"$3,000 or more ($156,000 or more)",99,
,,"40-49 years","$400-$499 ($20,800-$25,999)",148,
,,,"$500-$649 ($26,000-$33,799)",357,
,,,"$650-$799 ($33,800-$41,599)",841,
,,,"$800-$999 ($41,600-$51,999)",1789,
,,,"$1,000-$1,249 ($52,000-$64,999)",2807,
,,,"$1,250-$1,499 ($65,000-$77,999)",2541,
,,,"$1,500-$1,749 ($78,000-$90,999)",2110,
,,,"$1,750-$1,999 ($91,000-$103,999)",1275,
,,,"$2,000-$2,999 ($104,000-$155,999)",1087,
,,,"$3,000 or more ($156,000 or more)",221,
,,"30-39 years","$400-$499 ($20,800-$25,999)",121,
,,,"$500-$649 ($26,000-$33,799)",386,
,,,"$650-$799 ($33,800-$41,599)",1168,
,,,"$800-$999 ($41,600-$51,999)",2364,
,,,"$1,000-$1,249 ($52,000-$64,999)",4112,
,,,"$1,250-$1,499 ($65,000-$77,999)",3949,
,,,"$1,500-$1,749 ($78,000-$90,999)",3275,
,,,"$1,750-$1,999 ($91,000-$103,999)",1972,
,,,"$2,000-$2,999 ($104,000-$155,999)",1793,
,,,"$3,000 or more ($156,000 or more)",318,
,,"20-29 years","$400-$499 ($20,800-$25,999)",1139,
,,,"$500-$649 ($26,000-$33,799)",3043,
,,,"$650-$799 ($33,800-$41,599)",4426,
,,,"$800-$999 ($41,600-$51,999)",5213,
,,,"$1,000-$1,249 ($52,000-$64,999)",6075,
,,,"$1,250-$1,499 ($65,000-$77,999)",4309,
,,,"$1,500-$1,749 ($78,000-$90,999)",2798,
,,,"$1,750-$1,999 ($91,000-$103,999)",1492,
,,,"$2,000-$2,999 ($104,000-$155,999)",1196,
,,,"$3,000 or more ($156,000 or more)",221,
,"Floor Finishers and Painting Trades Workers, nfd","50-59 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"40-49 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",3,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",7,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",3,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,"Floor Finishers","50-59 years","$400-$499 ($20,800-$25,999)",17,
,,,"$500-$649 ($26,000-$33,799)",57,
,,,"$650-$799 ($33,800-$41,599)",84,
,,,"$800-$999 ($41,600-$51,999)",135,
,,,"$1,000-$1,249 ($52,000-$64,999)",196,
,,,"$1,250-$1,499 ($65,000-$77,999)",147,
,,,"$1,500-$1,749 ($78,000-$90,999)",134,
,,,"$1,750-$1,999 ($91,000-$103,999)",62,
,,,"$2,000-$2,999 ($104,000-$155,999)",61,
,,,"$3,000 or more ($156,000 or more)",16,
,,"40-49 years","$400-$499 ($20,800-$25,999)",20,
,,,"$500-$649 ($26,000-$33,799)",61,
,,,"$650-$799 ($33,800-$41,599)",112,
,,,"$800-$999 ($41,600-$51,999)",198,
,,,"$1,000-$1,249 ($52,000-$64,999)",254,
,,,"$1,250-$1,499 ($65,000-$77,999)",197,
,,,"$1,500-$1,749 ($78,000-$90,999)",162,
,,,"$1,750-$1,999 ($91,000-$103,999)",112,
,,,"$2,000-$2,999 ($104,000-$155,999)",146,
,,,"$3,000 or more ($156,000 or more)",41,
,,"30-39 years","$400-$499 ($20,800-$25,999)",14,
,,,"$500-$649 ($26,000-$33,799)",55,
,,,"$650-$799 ($33,800-$41,599)",122,
,,,"$800-$999 ($41,600-$51,999)",188,
,,,"$1,000-$1,249 ($52,000-$64,999)",277,
,,,"$1,250-$1,499 ($65,000-$77,999)",215,
,,,"$1,500-$1,749 ($78,000-$90,999)",172,
,,,"$1,750-$1,999 ($91,000-$103,999)",122,
,,,"$2,000-$2,999 ($104,000-$155,999)",160,
,,,"$3,000 or more ($156,000 or more)",50,
,,"20-29 years","$400-$499 ($20,800-$25,999)",72,
,,,"$500-$649 ($26,000-$33,799)",151,
,,,"$650-$799 ($33,800-$41,599)",215,
,,,"$800-$999 ($41,600-$51,999)",252,
,,,"$1,000-$1,249 ($52,000-$64,999)",214,
,,,"$1,250-$1,499 ($65,000-$77,999)",132,
,,,"$1,500-$1,749 ($78,000-$90,999)",106,
,,,"$1,750-$1,999 ($91,000-$103,999)",78,
,,,"$2,000-$2,999 ($104,000-$155,999)",92,
,,,"$3,000 or more ($156,000 or more)",23,
,"Painting Trades Workers","50-59 years","$400-$499 ($20,800-$25,999)",135,
,,,"$500-$649 ($26,000-$33,799)",367,
,,,"$650-$799 ($33,800-$41,599)",680,
,,,"$800-$999 ($41,600-$51,999)",1219,
,,,"$1,000-$1,249 ($52,000-$64,999)",1578,
,,,"$1,250-$1,499 ($65,000-$77,999)",927,
,,,"$1,500-$1,749 ($78,000-$90,999)",526,
,,,"$1,750-$1,999 ($91,000-$103,999)",239,
,,,"$2,000-$2,999 ($104,000-$155,999)",216,
,,,"$3,000 or more ($156,000 or more)",86,
,,"40-49 years","$400-$499 ($20,800-$25,999)",134,
,,,"$500-$649 ($26,000-$33,799)",316,
,,,"$650-$799 ($33,800-$41,599)",687,
,,,"$800-$999 ($41,600-$51,999)",1347,
,,,"$1,000-$1,249 ($52,000-$64,999)",1854,
,,,"$1,250-$1,499 ($65,000-$77,999)",1236,
,,,"$1,500-$1,749 ($78,000-$90,999)",675,
,,,"$1,750-$1,999 ($91,000-$103,999)",313,
,,,"$2,000-$2,999 ($104,000-$155,999)",278,
,,,"$3,000 or more ($156,000 or more)",114,
,,"30-39 years","$400-$499 ($20,800-$25,999)",96,
,,,"$500-$649 ($26,000-$33,799)",279,
,,,"$650-$799 ($33,800-$41,599)",713,
,,,"$800-$999 ($41,600-$51,999)",1474,
,,,"$1,000-$1,249 ($52,000-$64,999)",1913,
,,,"$1,250-$1,499 ($65,000-$77,999)",1194,
,,,"$1,500-$1,749 ($78,000-$90,999)",618,
,,,"$1,750-$1,999 ($91,000-$103,999)",282,
,,,"$2,000-$2,999 ($104,000-$155,999)",257,
,,,"$3,000 or more ($156,000 or more)",110,
,,"20-29 years","$400-$499 ($20,800-$25,999)",272,
,,,"$500-$649 ($26,000-$33,799)",631,
,,,"$650-$799 ($33,800-$41,599)",1040,
,,,"$800-$999 ($41,600-$51,999)",1493,
,,,"$1,000-$1,249 ($52,000-$64,999)",1512,
,,,"$1,250-$1,499 ($65,000-$77,999)",643,
,,,"$1,500-$1,749 ($78,000-$90,999)",256,
,,,"$1,750-$1,999 ($91,000-$103,999)",118,
,,,"$2,000-$2,999 ($104,000-$155,999)",79,
,,,"$3,000 or more ($156,000 or more)",46,
,"Glaziers, Plasterers and Tilers, nfd","50-59 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",5,
,,,"$1,000-$1,249 ($52,000-$64,999)",4,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"40-49 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",3,
,,,"$1,000-$1,249 ($52,000-$64,999)",3,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",6,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",4,
,,,"$1,000-$1,249 ($52,000-$64,999)",5,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",4,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",3,
,,,"$1,250-$1,499 ($65,000-$77,999)",3,
,,,"$1,500-$1,749 ($78,000-$90,999)",7,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,"Glaziers","50-59 years","$400-$499 ($20,800-$25,999)",33,
,,,"$500-$649 ($26,000-$33,799)",54,
,,,"$650-$799 ($33,800-$41,599)",145,
,,,"$800-$999 ($41,600-$51,999)",303,
,,,"$1,000-$1,249 ($52,000-$64,999)",310,
,,,"$1,250-$1,499 ($65,000-$77,999)",168,
,,,"$1,500-$1,749 ($78,000-$90,999)",101,
,,,"$1,750-$1,999 ($91,000-$103,999)",66,
,,,"$2,000-$2,999 ($104,000-$155,999)",42,
,,,"$3,000 or more ($156,000 or more)",16,
,,"40-49 years","$400-$499 ($20,800-$25,999)",20,
,,,"$500-$649 ($26,000-$33,799)",46,
,,,"$650-$799 ($33,800-$41,599)",181,
,,,"$800-$999 ($41,600-$51,999)",346,
,,,"$1,000-$1,249 ($52,000-$64,999)",393,
,,,"$1,250-$1,499 ($65,000-$77,999)",229,
,,,"$1,500-$1,749 ($78,000-$90,999)",156,
,,,"$1,750-$1,999 ($91,000-$103,999)",90,
,,,"$2,000-$2,999 ($104,000-$155,999)",85,
,,,"$3,000 or more ($156,000 or more)",17,
,,"30-39 years","$400-$499 ($20,800-$25,999)",12,
,,,"$500-$649 ($26,000-$33,799)",67,
,,,"$650-$799 ($33,800-$41,599)",197,
,,,"$800-$999 ($41,600-$51,999)",447,
,,,"$1,000-$1,249 ($52,000-$64,999)",535,
,,,"$1,250-$1,499 ($65,000-$77,999)",241,
,,,"$1,500-$1,749 ($78,000-$90,999)",184,
,,,"$1,750-$1,999 ($91,000-$103,999)",91,
,,,"$2,000-$2,999 ($104,000-$155,999)",85,
,,,"$3,000 or more ($156,000 or more)",12,
,,"20-29 years","$400-$499 ($20,800-$25,999)",47,
,,,"$500-$649 ($26,000-$33,799)",155,
,,,"$650-$799 ($33,800-$41,599)",387,
,,,"$800-$999 ($41,600-$51,999)",554,
,,,"$1,000-$1,249 ($52,000-$64,999)",394,
,,,"$1,250-$1,499 ($65,000-$77,999)",158,
,,,"$1,500-$1,749 ($78,000-$90,999)",88,
,,,"$1,750-$1,999 ($91,000-$103,999)",42,
,,,"$2,000-$2,999 ($104,000-$155,999)",46,
,,,"$3,000 or more ($156,000 or more)",9,
,"Plasterers","50-59 years","$400-$499 ($20,800-$25,999)",60,
,,,"$500-$649 ($26,000-$33,799)",145,
,,,"$650-$799 ($33,800-$41,599)",244,
,,,"$800-$999 ($41,600-$51,999)",501,
,,,"$1,000-$1,249 ($52,000-$64,999)",684,
,,,"$1,250-$1,499 ($65,000-$77,999)",483,
,,,"$1,500-$1,749 ($78,000-$90,999)",350,
,,,"$1,750-$1,999 ($91,000-$103,999)",204,
,,,"$2,000-$2,999 ($104,000-$155,999)",148,
,,,"$3,000 or more ($156,000 or more)",39,
,,"40-49 years","$400-$499 ($20,800-$25,999)",57,
,,,"$500-$649 ($26,000-$33,799)",164,
,,,"$650-$799 ($33,800-$41,599)",353,
,,,"$800-$999 ($41,600-$51,999)",695,
,,,"$1,000-$1,249 ($52,000-$64,999)",989,
,,,"$1,250-$1,499 ($65,000-$77,999)",786,
,,,"$1,500-$1,749 ($78,000-$90,999)",629,
,,,"$1,750-$1,999 ($91,000-$103,999)",384,
,,,"$2,000-$2,999 ($104,000-$155,999)",279,
,,,"$3,000 or more ($156,000 or more)",59,
,,"30-39 years","$400-$499 ($20,800-$25,999)",54,
,,,"$500-$649 ($26,000-$33,799)",189,
,,,"$650-$799 ($33,800-$41,599)",419,
,,,"$800-$999 ($41,600-$51,999)",823,
,,,"$1,000-$1,249 ($52,000-$64,999)",1234,
,,,"$1,250-$1,499 ($65,000-$77,999)",1033,
,,,"$1,500-$1,749 ($78,000-$90,999)",710,
,,,"$1,750-$1,999 ($91,000-$103,999)",392,
,,,"$2,000-$2,999 ($104,000-$155,999)",364,
,,,"$3,000 or more ($156,000 or more)",80,
,,"20-29 years","$400-$499 ($20,800-$25,999)",154,
,,,"$500-$649 ($26,000-$33,799)",446,
,,,"$650-$799 ($33,800-$41,599)",754,
,,,"$800-$999 ($41,600-$51,999)",1059,
,,,"$1,000-$1,249 ($52,000-$64,999)",1157,
,,,"$1,250-$1,499 ($65,000-$77,999)",698,
,,,"$1,500-$1,749 ($78,000-$90,999)",409,
,,,"$1,750-$1,999 ($91,000-$103,999)",208,
,,,"$2,000-$2,999 ($104,000-$155,999)",157,
,,,"$3,000 or more ($156,000 or more)",32,
,"Roof Tilers","50-59 years","$400-$499 ($20,800-$25,999)",9,
,,,"$500-$649 ($26,000-$33,799)",24,
,,,"$650-$799 ($33,800-$41,599)",35,
,,,"$800-$999 ($41,600-$51,999)",71,
,,,"$1,000-$1,249 ($52,000-$64,999)",86,
,,,"$1,250-$1,499 ($65,000-$77,999)",79,
,,,"$1,500-$1,749 ($78,000-$90,999)",49,
,,,"$1,750-$1,999 ($91,000-$103,999)",20,
,,,"$2,000-$2,999 ($104,000-$155,999)",22,
,,,"$3,000 or more ($156,000 or more)",9,
,,"40-49 years","$400-$499 ($20,800-$25,999)",4,
,,,"$500-$649 ($26,000-$33,799)",22,
,,,"$650-$799 ($33,800-$41,599)",55,
,,,"$800-$999 ($41,600-$51,999)",114,
,,,"$1,000-$1,249 ($52,000-$64,999)",146,
,,,"$1,250-$1,499 ($65,000-$77,999)",122,
,,,"$1,500-$1,749 ($78,000-$90,999)",71,
,,,"$1,750-$1,999 ($91,000-$103,999)",41,
,,,"$2,000-$2,999 ($104,000-$155,999)",25,
,,,"$3,000 or more ($156,000 or more)",17,
,,"30-39 years","$400-$499 ($20,800-$25,999)",6,
,,,"$500-$649 ($26,000-$33,799)",40,
,,,"$650-$799 ($33,800-$41,599)",83,
,,,"$800-$999 ($41,600-$51,999)",165,
,,,"$1,000-$1,249 ($52,000-$64,999)",247,
,,,"$1,250-$1,499 ($65,000-$77,999)",157,
,,,"$1,500-$1,749 ($78,000-$90,999)",117,
,,,"$1,750-$1,999 ($91,000-$103,999)",53,
,,,"$2,000-$2,999 ($104,000-$155,999)",41,
,,,"$3,000 or more ($156,000 or more)",13,
,,"20-29 years","$400-$499 ($20,800-$25,999)",61,
,,,"$500-$649 ($26,000-$33,799)",177,
,,,"$650-$799 ($33,800-$41,599)",281,
,,,"$800-$999 ($41,600-$51,999)",348,
,,,"$1,000-$1,249 ($52,000-$64,999)",311,
,,,"$1,250-$1,499 ($65,000-$77,999)",121,
,,,"$1,500-$1,749 ($78,000-$90,999)",78,
,,,"$1,750-$1,999 ($91,000-$103,999)",40,
,,,"$2,000-$2,999 ($104,000-$155,999)",31,
,,,"$3,000 or more ($156,000 or more)",8,
,"Wall and Floor Tilers","50-59 years","$400-$499 ($20,800-$25,999)",65,
,,,"$500-$649 ($26,000-$33,799)",132,
,,,"$650-$799 ($33,800-$41,599)",217,
,,,"$800-$999 ($41,600-$51,999)",344,
,,,"$1,000-$1,249 ($52,000-$64,999)",390,
,,,"$1,250-$1,499 ($65,000-$77,999)",278,
,,,"$1,500-$1,749 ($78,000-$90,999)",191,
,,,"$1,750-$1,999 ($91,000-$103,999)",82,
,,,"$2,000-$2,999 ($104,000-$155,999)",63,
,,,"$3,000 or more ($156,000 or more)",19,
,,"40-49 years","$400-$499 ($20,800-$25,999)",65,
,,,"$500-$649 ($26,000-$33,799)",171,
,,,"$650-$799 ($33,800-$41,599)",317,
,,,"$800-$999 ($41,600-$51,999)",455,
,,,"$1,000-$1,249 ($52,000-$64,999)",670,
,,,"$1,250-$1,499 ($65,000-$77,999)",473,
,,,"$1,500-$1,749 ($78,000-$90,999)",331,
,,,"$1,750-$1,999 ($91,000-$103,999)",174,
,,,"$2,000-$2,999 ($104,000-$155,999)",112,
,,,"$3,000 or more ($156,000 or more)",30,
,,"30-39 years","$400-$499 ($20,800-$25,999)",60,
,,,"$500-$649 ($26,000-$33,799)",146,
,,,"$650-$799 ($33,800-$41,599)",315,
,,,"$800-$999 ($41,600-$51,999)",645,
,,,"$1,000-$1,249 ($52,000-$64,999)",922,
,,,"$1,250-$1,499 ($65,000-$77,999)",629,
,,,"$1,500-$1,749 ($78,000-$90,999)",449,
,,,"$1,750-$1,999 ($91,000-$103,999)",226,
,,,"$2,000-$2,999 ($104,000-$155,999)",207,
,,,"$3,000 or more ($156,000 or more)",50,
,,"20-29 years","$400-$499 ($20,800-$25,999)",130,
,,,"$500-$649 ($26,000-$33,799)",323,
,,,"$650-$799 ($33,800-$41,599)",481,
,,,"$800-$999 ($41,600-$51,999)",646,
,,,"$1,000-$1,249 ($52,000-$64,999)",697,
,,,"$1,250-$1,499 ($65,000-$77,999)",411,
,,,"$1,500-$1,749 ($78,000-$90,999)",247,
,,,"$1,750-$1,999 ($91,000-$103,999)",104,
,,,"$2,000-$2,999 ($104,000-$155,999)",98,
,,,"$3,000 or more ($156,000 or more)",21,
,"Plumbers","50-59 years","$400-$499 ($20,800-$25,999)",104,
,,,"$500-$649 ($26,000-$33,799)",250,
,,,"$650-$799 ($33,800-$41,599)",426,
,,,"$800-$999 ($41,600-$51,999)",883,
,,,"$1,000-$1,249 ($52,000-$64,999)",1434,
,,,"$1,250-$1,499 ($65,000-$77,999)",1321,
,,,"$1,500-$1,749 ($78,000-$90,999)",1087,
,,,"$1,750-$1,999 ($91,000-$103,999)",631,
,,,"$2,000-$2,999 ($104,000-$155,999)",693,
,,,"$3,000 or more ($156,000 or more)",213,
,,"40-49 years","$400-$499 ($20,800-$25,999)",90,
,,,"$500-$649 ($26,000-$33,799)",270,
,,,"$650-$799 ($33,800-$41,599)",536,
,,,"$800-$999 ($41,600-$51,999)",1161,
,,,"$1,000-$1,249 ($52,000-$64,999)",2026,
,,,"$1,250-$1,499 ($65,000-$77,999)",1981,
,,,"$1,500-$1,749 ($78,000-$90,999)",1721,
,,,"$1,750-$1,999 ($91,000-$103,999)",1093,
,,,"$2,000-$2,999 ($104,000-$155,999)",1296,
,,,"$3,000 or more ($156,000 or more)",345,
,,"30-39 years","$400-$499 ($20,800-$25,999)",82,
,,,"$500-$649 ($26,000-$33,799)",255,
,,,"$650-$799 ($33,800-$41,599)",715,
,,,"$800-$999 ($41,600-$51,999)",1477,
,,,"$1,000-$1,249 ($52,000-$64,999)",2804,
,,,"$1,250-$1,499 ($65,000-$77,999)",2601,
,,,"$1,500-$1,749 ($78,000-$90,999)",2432,
,,,"$1,750-$1,999 ($91,000-$103,999)",1427,
,,,"$2,000-$2,999 ($104,000-$155,999)",1537,
,,,"$3,000 or more ($156,000 or more)",342,
,,"20-29 years","$400-$499 ($20,800-$25,999)",813,
,,,"$500-$649 ($26,000-$33,799)",2156,
,,,"$650-$799 ($33,800-$41,599)",2696,
,,,"$800-$999 ($41,600-$51,999)",3524,
,,,"$1,000-$1,249 ($52,000-$64,999)",4148,
,,,"$1,250-$1,499 ($65,000-$77,999)",2673,
,,,"$1,500-$1,749 ($78,000-$90,999)",1727,
,,,"$1,750-$1,999 ($91,000-$103,999)",952,
,,,"$2,000-$2,999 ($104,000-$155,999)",761,
,,,"$3,000 or more ($156,000 or more)",169,
,"Electrotechnology and Telecommunications Trades Workers, nfd","50-59 years","$400-$499 ($20,800-$25,999)",6,
,,,"$500-$649 ($26,000-$33,799)",14,
,,,"$650-$799 ($33,800-$41,599)",16,
,,,"$800-$999 ($41,600-$51,999)",27,
,,,"$1,000-$1,249 ($52,000-$64,999)",49,
,,,"$1,250-$1,499 ($65,000-$77,999)",58,
,,,"$1,500-$1,749 ($78,000-$90,999)",63,
,,,"$1,750-$1,999 ($91,000-$103,999)",47,
,,,"$2,000-$2,999 ($104,000-$155,999)",48,
,,,"$3,000 or more ($156,000 or more)",12,
,,"40-49 years","$400-$499 ($20,800-$25,999)",4,
,,,"$500-$649 ($26,000-$33,799)",17,
,,,"$650-$799 ($33,800-$41,599)",20,
,,,"$800-$999 ($41,600-$51,999)",40,
,,,"$1,000-$1,249 ($52,000-$64,999)",81,
,,,"$1,250-$1,499 ($65,000-$77,999)",69,
,,,"$1,500-$1,749 ($78,000-$90,999)",84,
,,,"$1,750-$1,999 ($91,000-$103,999)",60,
,,,"$2,000-$2,999 ($104,000-$155,999)",83,
,,,"$3,000 or more ($156,000 or more)",36,
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",27,
,,,"$650-$799 ($33,800-$41,599)",67,
,,,"$800-$999 ($41,600-$51,999)",80,
,,,"$1,000-$1,249 ($52,000-$64,999)",103,
,,,"$1,250-$1,499 ($65,000-$77,999)",108,
,,,"$1,500-$1,749 ($78,000-$90,999)",84,
,,,"$1,750-$1,999 ($91,000-$103,999)",55,
,,,"$2,000-$2,999 ($104,000-$155,999)",83,
,,,"$3,000 or more ($156,000 or more)",21,
,,"20-29 years","$400-$499 ($20,800-$25,999)",122,
,,,"$500-$649 ($26,000-$33,799)",278,
,,,"$650-$799 ($33,800-$41,599)",289,
,,,"$800-$999 ($41,600-$51,999)",235,
